,Tid,Items
698,T157,"['item59', 'item70', 'item30', 'item14', 'item68', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
699,T740,"['item14', 'item25', 'item12', 'item26', 'item27', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13']"
700,T110,"['item24', 'item13']"
701,T342,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
702,T70,"['item35', 'item25', 'item12', 'item27', 'item23', 'item24', 'item10']"
703,T834,"['item70', 'item12', 'item26', 'item34', 'item27', 'item11', 'item28', 'item24', 'item10', 'item45']"
704,T639,"['item30', 'item14', 'item35', 'item26', 'item34', 'item11', 'item36', 'item23', 'item24', 'item25', 'item10', 'item13', 'item45']"
705,T687,"['item70', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item34', 'item36', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
706,T849,"['item70', 'item30', 'item32', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25', 'item13']"
707,T660,"['item59', 'item35', 'item14', 'item25', 'item12', 'item27', 'item11', 'item28', 'item24', 'item10']"
708,T147,"['item30', 'item14', 'item25', 'item32', 'item27', 'item26', 'item11', 'item28', 'item23', 'item24', 'item10']"
709,T461,"['item59', 'item70', 'item30', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item26', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item13', 'item45']"
710,T601,"['item68', 'item24', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
711,T42,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
712,T946,"['item59', 'item70', 'item30', 'item14', 'item32', 'item27', 'item34', 'item26', 'item23', 'item10', 'item13']"
713,T405,"['item68', 'item24', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
714,T929,"['item59', 'item70', 'item35', 'item14', 'item30', 'item68', 'item32', 'item26', 'item27', 'item36', 'item11', 'item23', 'item28', 'item24', 'item25', 'item13', 'item10']"
715,T652,"['item59', 'item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item28', 'item23', 'item24', 'item10', 'item13']"
716,T663,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item12', 'item34', 'item11', 'item36']"
717,T540,"['item30', 'item14', 'item12', 'item32', 'item27', 'item36', 'item28', 'item23', 'item25', 'item13', 'item45']"
718,T965,"['item59', 'item30', 'item14', 'item68', 'item32', 'item27', 'item34', 'item36', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
719,T88,"['item35', 'item34', 'item36', 'item23', 'item24', 'item10']"
720,T635,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
721,T121,"['item27', 'item34', 'item28', 'item23', 'item13']"
722,T236,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
723,T799,"['item59', 'item30', 'item14', 'item35', 'item25', 'item32', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item45']"
724,T282,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
725,T841,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
726,T13,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
727,T726,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11']"
728,T979,"['item59', 'item70', 'item30', 'item14', 'item35', 'item12', 'item32', 'item27', 'item26', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25', 'item13', 'item45']"
729,T150,"['item59', 'item30', 'item35', 'item14', 'item68', 'item25', 'item26', 'item34', 'item27', 'item36', 'item28', 'item23', 'item11', 'item24', 'item10', 'item13', 'item45']"
730,T198,"['item59', 'item35', 'item30', 'item12', 'item32', 'item26', 'item34', 'item27', 'item28', 'item23', 'item25']"
731,T606,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item23', 'item24', 'item25', 'item13']"
732,T356,"['item70', 'item14', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item23', 'item24', 'item25']"
733,T386,"['item59', 'item45', 'item30', 'item35', 'item68', 'item26', 'item27', 'item11', 'item36', 'item23', 'item28', 'item24', 'item25', 'item13', 'item10']"
734,T918,"['item30', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item11', 'item23', 'item28', 'item24', 'item13', 'item45']"
735,T651,"['item59', 'item70', 'item45', 'item30', 'item14', 'item12', 'item32', 'item27', 'item26', 'item11', 'item36', 'item23', 'item24', 'item25', 'item10']"
736,T772,"['item70', 'item30', 'item35', 'item68', 'item25', 'item32', 'item26', 'item34', 'item36', 'item23', 'item24', 'item10', 'item13', 'item45']"
737,T425,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
738,T722,"['item59', 'item70', 'item14', 'item12', 'item32', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
739,T831,"['item68', 'item24', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
740,T358,"['item68', 'item24', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
741,T438,"['item14', 'item35', 'item25', 'item12', 'item32', 'item27', 'item36', 'item11', 'item23', 'item24', 'item10']"
742,T802,"['item70', 'item35', 'item14', 'item32', 'item26', 'item27', 'item34', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
743,T203,"['item59', 'item30', 'item35', 'item68', 'item32', 'item26', 'item36', 'item28', 'item23', 'item24', 'item10', 'item13']"
744,T892,"['item59', 'item30', 'item35', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item27', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item13', 'item45']"
745,T368,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36']"
746,T867,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
747,T558,"['item70', 'item14', 'item35', 'item30', 'item68', 'item12', 'item26', 'item27', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25', 'item45']"
748,T999,"['item59', 'item70', 'item14', 'item35', 'item30', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item23', 'item25', 'item13', 'item45']"
749,T45,"['item68', 'item24', 'item10', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
750,T323,"['item70', 'item14', 'item30', 'item35', 'item68', 'item12', 'item26', 'item34', 'item11', 'item36', 'item23', 'item24', 'item25']"
751,T326,"['item70', 'item14', 'item30', 'item35', 'item68', 'item32', 'item26', 'item34', 'item27', 'item11', 'item36', 'item23', 'item24', 'item25', 'item13', 'item45']"
752,T347,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item12', 'item32', 'item26', 'item27', 'item11', 'item36', 'item23', 'item24', 'item10', 'item13']"
753,T292,"['item70', 'item35', 'item30', 'item14', 'item68', 'item25', 'item32', 'item26', 'item34', 'item23', 'item24', 'item10', 'item45']"
754,T280,"['item59', 'item70', 'item14', 'item35', 'item30', 'item68', 'item25', 'item12', 'item32', 'item26', 'item11', 'item36', 'item23', 'item28', 'item24', 'item10', 'item13', 'item45']"
755,T801,"['item70', 'item30', 'item35', 'item14', 'item68', 'item12', 'item32', 'item34', 'item11', 'item24', 'item25', 'item10', 'item13', 'item45']"
756,T874,"['item59', 'item70', 'item30', 'item14', 'item35', 'item68', 'item12', 'item32', 'item11', 'item28', 'item36', 'item23', 'item25', 'item13', 'item10']"
757,T104,"['item70', 'item14', 'item68', 'item32', 'item23']"
758,T752,"['item59', 'item70', 'item14', 'item35', 'item68', 'item12', 'item26', 'item34', 'item11', 'item28', 'item36', 'item24', 'item13', 'item45']"
759,T994,"['item59', 'item70', 'item14', 'item68', 'item25', 'item27', 'item11', 'item36', 'item24', 'item10', 'item45']"
760,T232,"['item59', 'item14', 'item30', 'item35', 'item68', 'item12', 'item27', 'item34', 'item28', 'item25', 'item13', 'item45']"
761,T850,"['item14', 'item35', 'item68', 'item26', 'item27', 'item34', 'item11', 'item28', 'item23', 'item25']"
762,T120,"['item59', 'item14', 'item68', 'item12', 'item25', 'item45']"
763,T555,"['item59', 'item70', 'item14', 'item35', 'item12', 'item32', 'item27', 'item34', 'item11', 'item36', 'item13']"
764,T767,"['item59', 'item70', 'item14', 'item68', 'item25', 'item26', 'item27', 'item36', 'item28', 'item11', 'item23', 'item10', 'item13', 'item45']"
765,T751,"['item59', 'item14', 'item30', 'item12', 'item32', 'item34', 'item11', 'item28', 'item36', 'item23', 'item24', 'item25', 'item13', 'item45']"
766,T807,"['item59', 'item70', 'item14', 'item30', 'item12', 'item32', 'item26', 'item34', 'item27', 'item11', 'item36', 'item23', 'item24', 'item10', 'item45']"
767,T613,"['item59', 'item70', 'item14', 'item30', 'item68', 'item32', 'item27', 'item26', 'item34', 'item36', 'item28', 'item23', 'item24', 'item13', 'item45']"
768,T518,"['item59', 'item14', 'item35', 'item30', 'item68', 'item32', 'item27', 'item26', 'item11', 'item36', 'item24', 'item25', 'item45']"
769,T707,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
770,T241,"['item59', 'item30', 'item35', 'item14', 'item68', 'item12', 'item32', 'item27', 'item34', 'item36', 'item11', 'item23', 'item24', 'item10', 'item45']"
771,T371,"['item30', 'item35', 'item14', 'item12', 'item27', 'item34', 'item28', 'item24', 'item13', 'item45']"
772,T949,"['item68', 'item24', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
773,T23,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
774,T118,"['item59', 'item14', 'item32', 'item27', 'item34', 'item11']"
775,T247,"['item14', 'item30', 'item68', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10']"
776,T98,"['item34', 'item12', 'item32', 'item14']"
777,T919,"['item59', 'item70', 'item14', 'item35', 'item30', 'item68', 'item12', 'item32', 'item27', 'item34', 'item36', 'item23', 'item24', 'item25', 'item13', 'item45']"
778,T666,"['item59', 'item70', 'item14', 'item35', 'item12', 'item32', 'item26', 'item11', 'item23', 'item24', 'item13']"
779,T645,"['item59', 'item30', 'item14', 'item35', 'item68', 'item28', 'item23', 'item24', 'item10', 'item13']"
780,T242,"['item68', 'item24', 'item10', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
781,T64,"['item59', 'item14', 'item36', 'item28', 'item23', 'item11', 'item25']"
782,T509,"['item70', 'item30', 'item35', 'item14', 'item12', 'item32', 'item26', 'item34', 'item36', 'item28', 'item23', 'item24', 'item13']"
783,T953,"['item35', 'item14', 'item30', 'item68', 'item27', 'item34', 'item36', 'item28', 'item23', 'item24', 'item13', 'item45']"
784,T58,"['item70', 'item14', 'item26', 'item36', 'item11', 'item10', 'item13', 'item45']"
785,T539,"['item59', 'item70', 'item14', 'item35', 'item25', 'item12', 'item32', 'item26', 'item34', 'item11', 'item36', 'item28', 'item10', 'item13', 'item45']"
786,T814,"['item59', 'item70', 'item35', 'item14', 'item30', 'item68', 'item12', 'item26', 'item36', 'item11', 'item23', 'item24', 'item25', 'item45']"
787,T786,"['item59', 'item70', 'item14', 'item68', 'item32', 'item26', 'item27', 'item34', 'item11', 'item23', 'item24', 'item10']"
788,T333,"['item70', 'item30', 'item14', 'item35', 'item68', 'item12', 'item26', 'item34', 'item25', 'item10']"
789,T674,"['item59', 'item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item25', 'item10', 'item13', 'item45']"
790,T886,"['item70', 'item35', 'item14', 'item30', 'item12', 'item32', 'item26', 'item27', 'item11', 'item28', 'item23', 'item24', 'item25']"
791,T485,"['item70', 'item14', 'item68', 'item12', 'item26', 'item28', 'item24', 'item25', 'item13', 'item45']"
792,T40,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
793,T484,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
794,T656,"['item59', 'item70', 'item14', 'item35', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item36', 'item11', 'item24', 'item10', 'item13', 'item45']"
795,T352,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
796,T281,"['item59', 'item14', 'item35', 'item12', 'item32', 'item34', 'item11', 'item28', 'item36', 'item24', 'item25', 'item45']"
797,T967,"['item59', 'item14', 'item35', 'item34', 'item36', 'item23', 'item25', 'item10', 'item13', 'item45']"
798,T33,"['item59', 'item14', 'item68', 'item12', 'item32', 'item26', 'item27', 'item11', 'item23', 'item25', 'item10', 'item13', 'item45']"
799,T462,"['item59', 'item30', 'item14', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item11', 'item36', 'item23', 'item24', 'item10', 'item13']"
800,T997,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
801,T225,"['item59', 'item70', 'item14', 'item30', 'item68', 'item12', 'item34', 'item28', 'item23', 'item24', 'item25', 'item13', 'item45']"
802,T450,"['item70', 'item14', 'item30', 'item35', 'item12', 'item27', 'item34', 'item23', 'item25', 'item13', 'item45']"
803,T582,"['item68', 'item24', 'item10', 'item59', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
804,T643,"['item59', 'item14', 'item35', 'item68', 'item12', 'item32', 'item34', 'item36', 'item24', 'item25', 'item13', 'item45']"
805,T506,"['item59', 'item70', 'item14', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
806,T291,"['item59', 'item14', 'item35', 'item68', 'item12', 'item32', 'item26', 'item27', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25']"
807,T894,"['item70', 'item14', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item11', 'item36', 'item23', 'item24', 'item25', 'item13', 'item10']"
808,T736,"['item59', 'item70', 'item14', 'item30', 'item12', 'item32', 'item27', 'item26', 'item11', 'item36', 'item23', 'item25', 'item13', 'item45']"
809,T661,"['item59', 'item70', 'item35', 'item14', 'item30', 'item68', 'item12', 'item27', 'item34', 'item11', 'item28', 'item36', 'item23', 'item45']"
810,T467,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item27', 'item36', 'item11', 'item23', 'item24', 'item25', 'item45']"
811,T998,"['item70', 'item35', 'item14', 'item30', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item36', 'item24', 'item10', 'item13']"
812,T996,"['item59', 'item14', 'item35', 'item30', 'item68', 'item12', 'item27', 'item34', 'item11', 'item36', 'item23', 'item10', 'item13', 'item45']"
813,T913,"['item59', 'item70', 'item30', 'item14', 'item68', 'item27', 'item34', 'item26', 'item36', 'item23', 'item25', 'item13']"
814,T11,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
815,T824,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
816,T228,"['item70', 'item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item27', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
817,T128,"['item12', 'item32', 'item13', 'item45']"
818,T866,"['item35', 'item12', 'item32', 'item26', 'item34', 'item23', 'item24', 'item10', 'item13', 'item45']"
819,T768,"['item59', 'item70', 'item14', 'item12', 'item27', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item10', 'item13']"
820,T401,"['item59', 'item70', 'item35', 'item14', 'item12', 'item32', 'item27', 'item34', 'item36', 'item23', 'item10', 'item13']"
821,T909,"['item59', 'item70', 'item35', 'item14', 'item30', 'item68', 'item25', 'item12', 'item27', 'item34', 'item36', 'item28', 'item11', 'item24', 'item10', 'item13', 'item45']"
822,T709,"['item30', 'item14', 'item68', 'item27', 'item36', 'item11', 'item28', 'item24', 'item10', 'item13']"
823,T202,"['item70', 'item35', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item28', 'item24', 'item10', 'item13', 'item45']"
824,T321,"['item59', 'item70', 'item14', 'item30', 'item35', 'item32', 'item27', 'item34', 'item11', 'item13']"
825,T89,"['item70', 'item27', 'item34', 'item25', 'item13']"
826,T513,"['item70', 'item35', 'item14', 'item12', 'item32', 'item26', 'item34', 'item11', 'item23', 'item24', 'item10', 'item13']"
827,T711,"['item59', 'item70', 'item68', 'item26', 'item34', 'item11', 'item28', 'item23', 'item25', 'item13']"
828,T125,"['item34', 'item23', 'item13', 'item14']"
829,T588,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
830,T655,"['item70', 'item30', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item10', 'item13']"
831,T594,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
832,T256,"['item59', 'item70', 'item30', 'item14', 'item12', 'item32', 'item26', 'item36', 'item28', 'item23', 'item25', 'item13', 'item45']"
833,T854,"['item59', 'item30', 'item14', 'item25', 'item12', 'item32', 'item26', 'item28', 'item23', 'item24', 'item10', 'item13']"
834,T486,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
835,T668,"['item59', 'item70', 'item30', 'item68', 'item12', 'item32', 'item27', 'item34', 'item28', 'item23', 'item24', 'item25', 'item13']"
836,T299,"['item59', 'item70', 'item30', 'item35', 'item14', 'item25', 'item12', 'item32', 'item27', 'item26', 'item34', 'item36', 'item28', 'item11', 'item24', 'item10', 'item13', 'item45']"
837,T173,"['item59', 'item70', 'item30', 'item14', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item24', 'item25', 'item10', 'item13', 'item45']"
838,T113,"['item70', 'item35', 'item68', 'item32', 'item26', 'item24', 'item25', 'item13', 'item10']"
839,T354,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item36', 'item23', 'item24', 'item25', 'item13', 'item10']"
840,T665,"['item70', 'item68', 'item27', 'item34', 'item11', 'item23', 'item24', 'item25', 'item13', 'item10']"
841,T129,"['item70', 'item35', 'item12', 'item36', 'item11', 'item24', 'item13']"
842,T749,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item36', 'item11']"
843,T735,"['item59', 'item70', 'item35', 'item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item11', 'item23', 'item28', 'item24', 'item10', 'item13', 'item45']"
844,T917,"['item59', 'item70', 'item14', 'item35', 'item30', 'item68', 'item25', 'item32', 'item27', 'item34', 'item11', 'item28', 'item36', 'item24', 'item10', 'item13', 'item45']"
845,T266,"['item59', 'item70', 'item35', 'item30', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item36', 'item24', 'item10', 'item13', 'item45']"
846,T404,"['item70', 'item14', 'item30', 'item68', 'item32', 'item27', 'item36', 'item28', 'item24', 'item13', 'item45']"
847,T82,"['item14', 'item32', 'item26', 'item34', 'item28', 'item23', 'item24', 'item13']"
848,T685,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36']"
849,T865,"['item70', 'item14', 'item30', 'item35', 'item12', 'item27', 'item36', 'item23', 'item24', 'item25', 'item13', 'item45']"
850,T294,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item25', 'item13', 'item10']"
851,T477,"['item70', 'item30', 'item35', 'item14', 'item12', 'item27', 'item11', 'item23', 'item25', 'item13', 'item10']"
852,T164,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
853,T431,"['item59', 'item14', 'item30', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item11', 'item28', 'item36', 'item24', 'item10', 'item13', 'item45']"
854,T220,"['item59', 'item70', 'item14', 'item30', 'item68', 'item25', 'item32', 'item26', 'item36', 'item11', 'item28', 'item24', 'item10', 'item13', 'item45']"
855,T704,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
856,T596,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
857,T832,"['item70', 'item35', 'item30', 'item14', 'item12', 'item32', 'item11', 'item23', 'item10', 'item13']"
858,T952,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
859,T641,"['item70', 'item14', 'item35', 'item12', 'item32', 'item34', 'item11', 'item25', 'item13', 'item10']"
860,T783,"['item59', 'item70', 'item30', 'item35', 'item14', 'item68', 'item12', 'item27', 'item34', 'item11', 'item28', 'item23', 'item24', 'item25', 'item13', 'item45']"
861,T381,"['item59', 'item70', 'item35', 'item12', 'item32', 'item26', 'item27', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25', 'item13', 'item10']"
862,T415,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
863,T577,"['item59', 'item70', 'item30', 'item14', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item27', 'item36', 'item11', 'item25', 'item13', 'item45']"
864,T928,"['item59', 'item70', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item36', 'item11', 'item28', 'item23', 'item24', 'item25', 'item13', 'item45']"
865,T143,"['item70', 'item35', 'item68', 'item12', 'item26', 'item27', 'item34', 'item11', 'item36', 'item23', 'item25']"
866,T935,"['item59', 'item70', 'item30', 'item14', 'item68', 'item12', 'item32', 'item26', 'item34', 'item23', 'item10', 'item13']"
867,T797,"['item59', 'item70', 'item30', 'item12', 'item32', 'item34', 'item36', 'item23', 'item24', 'item25', 'item45']"
868,T231,"['item70', 'item14', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item36', 'item23', 'item24', 'item25', 'item10', 'item45']"
869,T738,"['item59', 'item70', 'item35', 'item14', 'item30', 'item68', 'item12', 'item32', 'item27', 'item26', 'item36', 'item28', 'item23', 'item24', 'item25', 'item45']"
870,T456,"['item59', 'item35', 'item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
871,T192,"['item59', 'item70', 'item14', 'item35', 'item68', 'item12', 'item27', 'item34', 'item26', 'item11', 'item36', 'item23', 'item25', 'item10', 'item45']"
872,T413,"['item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
873,T937,"['item59', 'item70', 'item30', 'item35', 'item14', 'item68', 'item12', 'item32', 'item26', 'item36', 'item28', 'item11', 'item24', 'item10', 'item13']"
874,T926,"['item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
875,T512,"['item68', 'item24', 'item10', 'item59', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
